,Brand,Color,Storage,Rating,Screen_size,Battery,Price,Rating_cat,Price_cat
0,realme,Gold,64,4.6,6.7,5000,10999,high,Affordable
1,realme,Black,64,4.3,6.7,5000,10999,high,Affordable
2,vivo,Blue,128,4.4,6.6,5000,13999,high,Affordable
3,vivo,Black,128,4.4,6.6,5000,13999,high,Affordable
4,vivo,Blue,128,4.3,6.6,5000,15999,high,Affordable
5,vivo,Gold,128,4.3,6.6,5000,15999,high,Affordable
6,vivo,Black,128,4.3,6.6,5000,15999,high,Affordable
7,vivo,Gold,128,4.4,6.6,5000,12999,high,Affordable
8,vivo,Black,128,4.4,6.6,5000,12999,high,Affordable
9,vivo,Blue,128,4.4,6.6,5000,12999,high,Affordable
10,MOTOROLA,Green,64,4.2,6.5,5000,11849,high,Affordable
11,OnePlus,Tide,128,4.4,6.6,5000,17585,high,Affordable
12,MOTOROLA,Gray,128,4.1,6.5,5000,11999,low,Affordable
13,SAMSUNG,Blue,128,4.3,6.6,6000,11999,high,Affordable
14,vivo,Gold,128,4.4,6.6,5000,13999,high,Affordable
15,POCO,Black,64,4.2,6.6,5000,10999,high,Affordable
16,APPLE,Midnight,128,4.6,6.1,5000,68999,high,Costly
17,POCO,Black,128,4.2,6.6,5000,12999,high,Affordable
18,MOTOROLA,Blue,128,4.1,6.6,5000,15499,low,Affordable
19,SAMSUNG,Green,64,4.1,6.5,5000,10701,low,Affordable
20,SAMSUNG,Blue,64,4.1,6.5,5000,10701,low,Affordable
21,POCO,Black,128,4.1,6.7,5000,18999,low,Average
22,POCO,Blue,128,4.2,6.6,5000,12999,high,Affordable
23,REDMI,Purple,128,4.4,6.6,5000,10999,high,Affordable
24,POCO,Yellow,64,4.2,6.6,5000,10999,high,Affordable
25,vivo,Blaze,128,4.4,6.4,4500,20999,high,Average
26,vivo,Blaze,128,4.4,6.4,4500,18999,high,Average
27,vivo,Wave,128,4.4,6.4,4500,18999,high,Average
28,SAMSUNG,Green,128,4.2,6.6,6000,14990,high,Affordable
29,vivo,Wave,128,4.4,6.4,4500,20999,high,Average
30,OnePlus,Dusk,128,4.4,6.6,5000,17564,high,Affordable
31,REDMI,Black,128,4.4,6.6,5000,10999,high,Affordable
32,APPLE,Purple,128,4.6,6.1,5000,68999,high,Costly
33,POCO,Blue,128,4.2,6.4,5000,13999,high,Affordable
34,MOTOROLA,Gray,128,4.1,6.6,5000,15499,low,Affordable
35,SAMSUNG,Blue,128,4.3,6.6,5000,16999,high,Affordable
36,APPLE,Starlight,128,4.6,6.1,5000,68999,high,Costly
37,SAMSUNG,Copper,128,4.3,6.6,6000,11999,high,Affordable
38,SAMSUNG,Blush,128,4.3,6.6,5000,16999,high,Affordable
39,SAMSUNG,Green,128,4.3,6.6,5000,16999,high,Affordable
40,MOTOROLA,Green,256,4.2,6.6,4400,29999,high,Average
42,SAMSUNG,Green,64,4.3,6.6,6000,10999,high,Affordable
43,REDMI,Green,128,4.4,6.6,5000,10999,high,Affordable
44,MOTOROLA,Blue,128,3.9,6.5,5000,16999,low,Affordable
45,POCO,Blue,128,4.1,6.7,5000,18999,low,Average
46,SAMSUNG,Copper,64,4.3,6.6,6000,10999,high,Affordable
47,SAMSUNG,Black,128,4.2,6.6,6000,14990,high,Affordable
48,realme,Rainforest,128,4.4,6.7,5000,13999,high,Affordable
49,POCO,Blue,128,4.1,6.7,5000,18999,low,Average
50,realme,Rainforest,64,4.3,6.7,5000,11999,high,Affordable
51,realme,Rainforest,64,4.4,6.7,5000,10999,high,Affordable
52,SAMSUNG,Copper,64,4.3,6.6,6000,10999,high,Affordable
53,SAMSUNG,Green,64,4.3,6.6,6000,10999,high,Affordable
54,SAMSUNG,Blue,64,4.3,6.6,6000,10999,high,Affordable
55,POCO,Blue,64,4.2,6.6,5000,10999,high,Affordable
56,MOTOROLA,White,128,3.9,6.5,5000,16999,low,Affordable
57,realme,Night,128,4.4,6.7,5000,13999,high,Affordable
58,realme,Sunshower,128,4.4,6.7,5000,13999,high,Affordable
59,realme,Sunshower,64,4.4,6.7,5000,10999,high,Affordable
60,realme,Night,64,4.4,6.7,5000,10999,high,Affordable
61,POCO,Black,256,4.3,6.7,5000,24999,high,Average
62,realme,Matter,128,4.3,6.7,5000,19999,high,Average
63,SAMSUNG,Green,128,4.2,6.6,6000,14990,high,Affordable
64,SAMSUNG,Blue,128,4.3,6.6,5000,16999,high,Affordable
65,SAMSUNG,Black,128,4.2,6.6,6000,14990,high,Affordable
66,POCO,Blue,256,4.3,6.7,5000,24999,high,Average
67,Infinix,Blue,128,4.2,6.8,6000,13499,high,Affordable
68,POCO,Green,128,4.1,6.7,5000,18999,low,Average
69,SAMSUNG,Black,128,4.2,6.6,6000,14990,high,Affordable
70,IQOO,Green,128,4.3,6.7,5000,15149,high,Affordable
71,APPLE,Midnight,128,4.7,6.1,5000,59999,high,Costly
72,Infinix,Gold,256,4.2,6.8,5000,15999,high,Affordable
73,realme,Sunshower,64,4.3,6.7,5000,11999,high,Affordable
74,realme,Night,64,4.3,6.7,5000,11999,high,Affordable
75,POCO,Black,256,4.1,6.7,5000,20999,low,Average
76,realme,Hyperspace,128,4.3,6.7,5000,19999,high,Average
77,realme,Hyperspace,128,4.3,6.7,5000,18999,high,Average
78,realme,Blue,128,4.3,6.7,5000,18999,high,Average
79,realme,Blue,128,4.3,6.7,5000,19999,high,Average
80,POCO,Yellow,128,4.2,6.4,5000,13999,high,Affordable
81,POCO,Green,128,4.1,6.7,5000,18999,low,Average
82,POCO,Yellow,256,4.3,6.7,5000,24999,high,Average
83,Infinix,Blue,128,4.2,6.8,6000,13499,high,Affordable
84,REDMI,Black,64,4.1,6.7,5000,13999,low,Affordable
85,SAMSUNG,Green,128,4.3,6.6,6000,11999,high,Affordable
86,REDMI,Green,128,4.1,6.7,5000,18999,low,Average
87,Infinix,Blue,128,4.3,6.8,5000,14999,high,Affordable
88,POCO,Blue,256,4.1,6.7,5000,20999,low,Average
89,realme,Matter,128,4.3,6.7,5000,18999,high,Average
90,realme,Black,128,4.3,6.7,5000,13310,high,Affordable
91,POCO,Green,256,4.1,6.7,5000,20999,low,Average
92,REDMI,Black,128,4.1,6.7,5000,18999,low,Average
93,realme,Blue,128,4.3,6.7,5000,13750,high,Affordable
94,Infinix,Blue,128,4.2,6.8,6000,12499,high,Affordable
95,APPLE,Blue,128,4.6,6.1,5000,68999,high,Costly
96,REDMI,Gold,64,4.1,6.7,5000,13999,low,Affordable
97,REDMI,Blue,128,4.1,6.7,5000,18999,low,Average
98,realme,Black,128,4.2,6.7,5000,12020,high,Affordable
99,REDMI,Green,128,4.0,6.7,5000,16999,low,Affordable
100,REDMI,Blue,128,4.0,6.7,5000,16999,low,Affordable
101,APPLE,Midnight,128,4.7,6.1,5000,59999,high,Costly
102,realme,Beige,256,4.3,6.7,5000,24999,high,Average
103,REDMI,Black,256,4.1,6.7,5000,20999,low,Average
104,REDMI,Black,128,4.0,6.7,5000,16999,low,Affordable
105,REDMI,Black,256,4.2,6.6,5080,23999,high,Average
106,IQOO,Green,128,4.3,6.7,5000,15149,high,Affordable
107,Google,Charcoal,128,4.3,6.1,4410,27999,high,Average
108,REDMI,Green,128,4.1,6.7,5000,10699,low,Affordable
109,MOTOROLA,Black,256,4.2,6.6,4400,29999,high,Average
110,APPLE,Starlight,128,4.7,6.1,5000,59999,high,Costly
111,REDMI,Blue,256,4.1,6.7,5000,20999,low,Average
112,realme,Black,64,4.2,6.4,5000,12499,high,Affordable
113,realme,Black,128,4.3,6.7,5000,23999,high,Average
114,realme,Green,256,4.3,6.7,5000,29999,high,Average
115,Google,Chalk,128,4.3,6.1,4410,27999,high,Average
116,REDMI,Purple,128,4.2,6.7,5000,24999,high,Average
117,REDMI,Blue,128,4.2,6.7,5000,23999,high,Average
118,realme,Sea,128,4.4,6.5,5000,10499,high,Affordable
119,Infinix,Green,64,4.2,6.6,5000,11499,high,Affordable
120,Infinix,Green,64,4.2,6.6,5000,11499,high,Affordable
121,Infinix,Blue,128,4.1,6.8,5000,14999,low,Affordable
122,REDMI,Blue,256,4.2,6.7,5000,26999,high,Average
123,realme,White,128,4.3,6.4,5000,15499,high,Affordable
124,realme,Black,64,4.2,6.4,5000,12499,high,Affordable
125,REDMI,Purple,128,4.2,6.7,5000,24999,high,Average
126,APPLE,Green,128,4.7,6.1,5000,59999,high,Costly
127,realme,Black,128,4.3,6.7,5000,23999,high,Average
128,REDMI,Green,128,4.1,6.7,5000,10699,low,Affordable
129,OnePlus,Black,128,4.5,6.7,5000,39870,high,Costly
130,POCO,Black,128,4.2,6.7,5000,17999,high,Affordable
131,realme,Green,256,4.3,6.7,5000,29999,high,Average
132,POCO,Yellow,128,4.2,6.6,5000,12999,high,Affordable
133,REDMI,Black,128,4.2,6.7,5000,23999,high,Average
134,realme,Blue,64,4.5,6.6,5000,14999,high,Affordable
135,REDMI,Silver,256,4.2,6.6,5080,23999,high,Average
136,SAMSUNG,Black,128,4.2,6.6,6000,17890,high,Affordable
137,SAMSUNG,Green,128,4.2,6.6,6000,13990,high,Affordable
138,REDMI,Green,256,4.1,6.7,5000,20999,low,Average
139,realme,Blue,128,4.3,6.6,5000,16999,high,Affordable
140,realme,Black,256,4.3,6.7,5000,24999,high,Average
141,realme,Beige,128,4.3,6.7,5000,23999,high,Average
142,realme,Sea,128,4.4,6.5,5000,10499,high,Affordable
